"","age","biofouling_removed_14_5_25.x","biofouling_removed_14_5_25.y","blade_length_in_experiment","blade_length_pre_experiment.x","blade_length_pre_experiment.y","blade_side","blade_zone","bryozoan_colony_area","bryozoan_colony_length_max","date.x","date.y","epibiont_sampling","hydrozoan_counts","initial_tank.x","initial_tank.y","main_experiment_tank.x","main_experiment_tank.y","no_blades","no_young_blades_per_rock","notes","nutrient_treatment.x","nutrient_treatment.y","nutrient_treatment_tank.x","nutrient_treatment_tank.y","origin.x","origin.y","origin_kelp.x","origin_kelp.y","rank","rank_of_blade_on_rock","rock_no","rock_number.x","rock_number.y","seaweed_id","species","spirobranchus_counts","swab_after_enrichment_16_5","swab_after_ernichment_16_5","swab_prior_enrichment.x","swab_prior_enrichment.y","tag_color.x","tag_color.y","tag_colour","tag_no_x","tag_no_y","tank","turbulence.x","turbulence.y"
"1179","old",NA,"","",NA,110,"x","middle",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1007,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1180","old",NA,"","",NA,110,"x","middle",0.785398163,"1",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1008,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1181","old",NA,"","",NA,110,"x","middle",0.785398163,"1",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1009,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1182","old",NA,"","",NA,110,"x","tip",NA,"",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1010,NA,NA,NA,NA,"AR2","",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1183","old",NA,"","",NA,110,"y","base",1.767145868,"1.5",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1011,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1184","old",NA,"","",NA,110,"y","middle",0.196349541,"0.5",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1012,NA,NA,NA,NA,"AR2","Membranipora",1,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1185","old",NA,"","",NA,110,"y","middle",0.196349541,"0.5",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1013,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1186","old",NA,"","",NA,110,"y","middle",0.523598776,"1",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1014,NA,NA,NA,NA,"AR2","Pilosa",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1187","old",NA,"","",NA,110,"y","tip",1.178097245,"1.5",NA,"27_4_2025","04/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1015,NA,NA,NA,NA,"AR2","Pilosa",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1188","old",NA,"","",NA,110,"x","base",NA,"",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR2","Spirobranchus",3,NA,NA,NA,NA,NA,"Red","red","2",2,NA,NA,"Low"
"1189","old",NA,"","",NA,110,"x","base",NA,NA,NA,"27_4_2025","12/06/2025","2",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR2","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","2",2,NA,NA,"Low"
"1190","old",NA,"","",NA,110,"x","base",0.335103216,"0.8",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1016,NA,NA,NA,NA,"AR2","Pilosa",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1191","old",NA,"","",NA,110,"x","middle",NA,"",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR2","Spirobranchus",4,NA,NA,NA,NA,NA,"Red","red","2",2,NA,NA,"Low"
"1192","old",NA,"","",NA,110,"x","middle",NA,NA,NA,"27_4_2025","12/06/2025","2",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR2","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","2",2,NA,NA,"Low"
"1193","old",NA,"","",NA,110,"x","middle",4.908738521,"2.5",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1017,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1194","old",NA,"","",NA,110,"x","middle",0.785398163,"1",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1018,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1195","old",NA,"","",NA,110,"x","middle",0.523598776,"1",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1019,NA,NA,NA,NA,"AR2","Pilosa",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1196","old",NA,"","",NA,110,"x","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1020,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1197","old",NA,"","",NA,110,"x","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1021,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1198","old",NA,"","",NA,110,"x","middle",0.007853982,"0.1",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1022,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1199","old",NA,"","",NA,110,"x","tip",3.141592654,"2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"1 x seasquirt",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1023,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1200","old",NA,"","",NA,110,"x","tip",0.785398163,"1",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1024,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1201","old",NA,"","",NA,110,"x","tip",0.282743339,"0.6",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1025,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1202","old",NA,"","",NA,110,"x","tip",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1026,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1203","old",NA,"","",NA,110,"y","base",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1027,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1204","old",NA,"","",NA,110,"y","base",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1028,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1205","old",NA,"","",NA,110,"y","base",0.282743339,"0.6",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1029,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1206","old",NA,"","",NA,110,"y","middle",4.908738521,"2.5",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1030,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1207","old",NA,"","",NA,110,"y","middle",3.141592654,"2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1031,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1208","old",NA,"","",NA,110,"y","middle",0.785398163,"1",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1032,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1209","old",NA,"","",NA,110,"y","middle",1.767145868,"1.5",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1033,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1210","old",NA,"","",NA,110,"y","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1034,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1211","old",NA,"","",NA,110,"y","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1035,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1212","old",NA,"","",NA,110,"y","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1036,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1213","old",NA,"","",NA,110,"t","middle",0.884881931,"1.3",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1037,NA,NA,NA,NA,"AR2","Pilosa",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1214","old",NA,"","",NA,110,"y","tip",0.282743339,"0.6",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1038,NA,NA,NA,NA,"AR2","Membranipora",3,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1215","old",NA,"","",NA,110,"y","tip",0.125663706,"0.4",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1039,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1216","old",NA,"","",NA,110,"y","tip",0.502654825,"0.8",NA,"27_4_2025","12/06/2025","",NA,4,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1040,NA,NA,NA,NA,"AR2","Membranipora",NA,NA,128,NA,2,NA,"Red","red","2",2,NA,NA,"Low"
"1217","old",NA,"","",NA,80,"x","base",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1041,NA,NA,NA,NA,"AR3","Membranipora",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1218","old",NA,"","",NA,80,"x","middle",0.070685835,"0.3",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1042,NA,NA,NA,NA,"AR3","Membranipora",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1219","old",NA,"","",NA,80,"x","middle",0.070685835,"0.3",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1043,NA,NA,NA,NA,"AR3","Membranipora",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1220","old",NA,"","",NA,80,"x","tip",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1044,NA,NA,NA,NA,"AR3","Membranipora",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1221","old",NA,"","",NA,80,"x","tip",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1045,NA,NA,NA,NA,"AR3","Membranipora",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1222","old",NA,"","",NA,80,"y","base",0.502654825,"0.8",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1046,NA,NA,NA,NA,"AR3","Membranipora",1,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1223","old",NA,"","",NA,80,"y","base",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1047,NA,NA,NA,NA,"AR3","Membranipora",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1224","old",NA,"","",NA,80,"y","base",0.007853982,"0.1",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1048,NA,NA,NA,NA,"AR3","Membranipora",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1225","old",NA,"","",NA,80,"y","middle",0.031415927,"0.2",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1049,NA,NA,NA,NA,"AR3","Membranipora",5,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1226","old",NA,"","",NA,80,"y","middle",0.633554518,"1.1",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1050,NA,NA,NA,NA,"AR3","Pilosa",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1227","old",NA,"","",NA,80,"y","tip",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,5,NA,NA,"tag detached_90",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1051,NA,NA,NA,NA,"AR3","",NA,NA,144,NA,13,NA,"Red","red","3",3,5,NA,"Low"
"1228","old",NA,"","",NA,0.5,"x","base",0.083775804,"0.4",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"tag detached",NA,"C",NA,7,NA,"Adult_local",NA,"",NA,NA,NA,NA,NA,"AB22","Pilosa",NA,NA,NA,NA,NA,NA,"","","150notag",22,5,NA,"Low"
"1229","old",NA,"","",NA,0.5,"x","middle",0.753982237,"1.2",NA,"12_5_2025","12/06/2025","",NA,NA,NA,5,NA,NA,"tag detached",NA,"C",NA,7,NA,"Adult_local",NA,"",NA,NA,NA,NA,NA,"AB22","Pilosa",NA,NA,NA,NA,NA,NA,"","","150notag",22,5,NA,"Low"
"1230","old",NA,"","",NA,81,"x","base",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1071,NA,NA,NA,NA,"AR4","",NA,NA,130,NA,18,NA,"Red","red","4",4,NA,NA,"Low"
"1231","old",NA,"","",NA,81,"x","middle",3.141592654,"2",NA,"27_4_2025","04/06/2025","",NA,2,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1072,NA,NA,NA,NA,"AR4","Membranipora",NA,NA,130,NA,18,NA,"Red","red","4",4,NA,NA,"Low"
"1232","old",NA,"","",NA,81,"x","tip",1.767145868,"1.5",NA,"27_4_2025","04/06/2025","",NA,2,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1073,NA,NA,NA,NA,"AR4","Membranipora",NA,NA,130,NA,18,NA,"Red","red","4",4,NA,NA,"Low"
"1233","old",NA,"","",NA,81,"y","base",0.785398163,"1",NA,"27_4_2025","04/06/2025","",NA,2,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1074,NA,NA,NA,NA,"AR4","Membranipora",NA,NA,130,NA,18,NA,"Red","red","4",4,NA,NA,"Low"
"1234","old",NA,"","",NA,81,"y","middle",0,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1075,NA,NA,NA,NA,"AR4","Membranipora",1,NA,130,NA,18,NA,"Red","red","4",4,NA,NA,"Low"
"1235","old",NA,"","",NA,81,"y","tip",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,7,NA,NA,"",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1076,NA,NA,NA,NA,"AR4","",NA,NA,130,NA,18,NA,"Red","red","4",4,NA,NA,"Low"
"1236","old",NA,"","",NA,81,"","",NA,"",NA,"27_4_2025","12/06/2025","",NA,2,NA,7,NA,NA,"mia",NA,"P",NA,2,NA,"Adult_local",NA,"FSC slip",1077,NA,NA,NA,NA,"AR4","",NA,NA,130,NA,18,NA,"Red","red","4",4,NA,NA,"Low"
"1237","old",NA,"","",NA,64,"x","base",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1078,NA,NA,NA,NA,"AR5","",1,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1238","old",NA,"","",NA,64,"x","middle",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1079,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1239","old",NA,"","",NA,64,"x","tip",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1080,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1240","old",NA,"","",NA,64,"y","base",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1081,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1241","old",NA,"","",NA,64,"y","middle",4.71238898,"3",NA,"27_4_2025","04/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1082,NA,NA,NA,NA,"AR5","Pilosa",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1242","old",NA,"","",NA,64,"y","tip",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1083,NA,NA,NA,NA,"AR5","",1,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1243","old",NA,"","",NA,64,"x","base",NA,"",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1084,NA,NA,NA,NA,"AR5","",1,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1244","old",NA,"","",NA,64,"x","middle",NA,NA,NA,"27_4_2025","12/06/2025","2",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1085,NA,NA,NA,NA,"AR5","Obelia",1,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1245","old",NA,"","",NA,64,"x","middle",NA,"4",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1086,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1246","old",NA,"","",NA,64,"x","middle",NA,"4",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1087,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1247","old",NA,"","",NA,64,"x","middle",NA,"2",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1088,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1248","old",NA,"","",NA,64,"x","middle",NA,"1",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1089,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1249","old",NA,"","",NA,64,"x","middle",NA,"4",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1090,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1250","old",NA,"","",NA,64,"x","tip",NA,"",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1091,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1251","old",NA,"","",NA,64,"y","base",NA,"",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1092,NA,NA,NA,NA,"AR5","",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1252","old",NA,"","",NA,64,"y","middle",0.070685835,"0.3",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1093,NA,NA,NA,NA,"AR5","Membranipora",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1253","old",NA,"","",NA,64,"y","middle",0.031415927,"0.2",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1094,NA,NA,NA,NA,"AR5","Membranipora",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1254","old",NA,"","",NA,64,"y","middle",0.523598776,"1",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1095,NA,NA,NA,NA,"AR5","Pilosa",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1255","old",NA,"","",NA,64,"y","tip",NA,"",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR5","Spirobranchus",1,NA,NA,NA,NA,NA,"Red","red","5",5,NA,NA,"High"
"1256","old",NA,"","",NA,64,"y","tip",NA,NA,NA,"27_4_2025","12/06/2025","4",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR5","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","5",5,NA,NA,"High"
"1257","old",NA,"","",NA,64,"y","tip",4.71238898,"3",NA,"27_4_2025","12/06/2025","",NA,2,NA,6,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1096,NA,NA,NA,NA,"AR5","Pilosa",NA,NA,148,NA,14,NA,"Red","red","5",5,NA,NA,"High"
"1258","old",NA,"","",NA,92,"x","base",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,4,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1097,NA,NA,NA,NA,"AR6","",NA,NA,140,NA,17,NA,"Red","red","6",6,NA,NA,"High"
"1259","old",NA,"","",NA,92,"x","middle",NA,"",NA,"27_4_2025","04/06/2025","",NA,2,NA,4,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR6","Spirobranchus",1,NA,NA,NA,NA,NA,"Red","red","6",6,NA,NA,"High"
"1260","old",NA,"","",NA,92,"x","middle",NA,NA,NA,"27_4_2025","04/06/2025","3",NA,2,NA,4,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",NA,NA,NA,NA,NA,"AR6","Obelia",NA,NA,NA,NA,NA,NA,"Red","red","6",6,NA,NA,"High"
"1261","old",NA,"","",NA,92,"x","middle",0.031415927,"0.2",NA,"27_4_2025","04/06/2025","",NA,2,NA,4,NA,NA,"",NA,"C",NA,3,NA,"Adult_local",NA,"FSC slip",1098,NA,NA,NA,NA,"AR6","Membranipora",NA,NA,140,NA,17,NA,"Red","red","6",6,NA,NA,"High"
