rank,tank,origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,tag_color,origin_kelp,biofouling_removed_14_5_25,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,blade_side,blade_zone,rank_of_blade_on_rock,no_young_blades_per_rock,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts,swab_prior_enrichment,swab_after_ernichment_16_5
1296,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,x,base,NA,,,,NA,,1,5,122
1297,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,x,middle,NA,,Membranipora,0.3,0.070685835,,1,5,122
1298,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,5,122
1299,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,5,122
1300,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,x,tip,NA,,Membranipora,3,7.068583471,,4,5,122
1301,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,base,NA,,,,NA,,1,5,122
1302,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Pilosa,1.4,1.0262536,,3,5,122
1303,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Pilosa,1,0.523598776,,,5,122
1304,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,2.5,4.908738521,,,5,122
1305,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,1,0.785398163,,,5,122
1306,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,0.3,0.070685835,,,5,122
1307,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,0.3,0.070685835,,,5,122
1308,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,5,122
1309,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,5,122
1310,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,5,122
1311,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,middle,NA,,Membranipora,1,0.785398163,,,5,122
1312,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,tip,NA,,Pilosa,0.6,0.188495559,,,5,122
1313,,Adult_local,16,,27_4_2025,3,2,5,Low,P,16,white,White,FSC slip,,AW16,NA,old,12/06/2025,130,,,y,tip,NA,,Pilosa,0.3,0.04712389,,,5,122
1314,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,x,base,NA,,,,NA,,,82,147
1315,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,x,middle,NA,,Pilosa,0.4,0.083775804,,,82,147
1316,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,x,tip,NA,,,,NA,,1,82,147
1317,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,y,base,NA,,,,NA,,,82,147
1318,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,y,middle,NA,,,,NA,,,82,147
1319,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,y,tip,NA,,Pilosa,0.5,0.130899694,,,82,147
1320,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,82,147
1321,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,y,tip,NA,,Membranipora,0.3,0.070685835,,,82,147
1322,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,04/06/2025,120,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,82,147
1323,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,x,base,NA,,,,NA,,,82,147
1324,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,x,middle,NA,,,,NA,,4,82,147
1325,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,x,tip,NA,,Pilosa,1,0.523598776,,3,82,147
1326,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,y,base,NA,,,,NA,,1,82,147
1327,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,y,middle,NA,,Pilosa,1,0.523598776,,2,82,147
1328,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,82,147
,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,y,tip,,,Obelia,NA,NA,2,,,
1329,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,y,tip,NA,,Pilosa,1,0.523598776,,,82,147
1330,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,82,147
1331,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,82,147
1332,,Adult_local,2,,13_5_2025,,3,3,Low,C,2,white,White,FSC slip,,AW2,NA,old,12/06/2025,120,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,82,147
1349,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,x,base,NA,,Membranipora,0.1,0.007853982,,,21,124
1350,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,x,base,NA,,Membranipora,0.1,0.007853982,,1,21,124
1351,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,x,middle,NA,,Membranipora,1,0.785398163,,1,21,124
1352,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,x,tip,NA,,Membranipora,1.5,1.767145868,,1,21,124
1353,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,y,base,NA,,,,NA,,1,21,124
1354,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,y,middle,NA,,Pilosa,1.5,1.178097245,,,21,124
1355,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,y,middle,NA,,Pilosa,1.2,0.753982237,,,21,124
1356,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,y,middle,NA,,Membranipora,0.3,0.070685835,,,21,124
1357,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,y,middle,NA,,Membranipora,0.3,0.070685835,,,21,124
1358,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,21,124
1359,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,12/06/2025,162,,,y,tip,NA,,,,NA,,3,21,124
1360,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,x,base,NA,,Membranipora,0.1,0.007853982,,,21,124
1361,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,x,base,NA,,,,NA,,11,21,124
1362,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,21,124
1363,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,21,124
1364,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,x,middle,NA,,Pilosa,2.5,3.272492347,,,21,124
1365,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,x,middle,NA,,Obelia,NA,NA,6,,21,124
1366,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,base,NA,,Membranipora,0.2,0.031415927,,,21,124
1367,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,base,NA,,Membranipora,0.2,0.031415927,,,21,124
1368,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,base,NA,,Membranipora,0.1,0.007853982,,,21,124
1369,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,base,NA,,Membranipora,0.2,0.031415927,,,21,124
1370,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,base,NA,,Membranipora,0.1,0.007853982,,,21,124
1371,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,base,NA,,,,NA,,9,21,124
1372,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,middle,NA,,Membranipora,1,0.785398163,,,21,124
1373,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,21,124
1374,,Adult_local,3,,27_4_2025,1,2,4,High,P,3,white,White,FSC slip,,AW3,NA,old,02/07/2025,162,,,y,middle,NA,,,,NA,,1,21,124
1375,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,base,NA,,,,NA,,1,83,105
1376,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,middle,NA,,Pilosa,1.2,0.753982237,,1,83,105
1377,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,middle,NA,,Membranipora,1.3,1.327322896,,,83,105
1378,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,middle,NA,,Membranipora,0.2,0.031415927,,,83,105
1379,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,83,105
1380,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,tip,NA,,Membranipora,0.2,0.031415927,,,83,105
1381,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,y,base,NA,,,,NA,,,83,105
1382,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,y,middle,NA,,Membranipora,0.4,0.125663706,,,83,105
1383,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,y,tip,NA,,,,NA,,,83,105
1384,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,base,NA,,,,NA,,,83,105
1385,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,83,105
1386,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,middle,NA,,Membranipora,0.1,0.007853982,,,83,105
1387,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,tip,NA,,Membranipora,0.3,0.070685835,,,83,105
1388,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,x,tip,NA,,Membranipora,0.1,0.007853982,,,83,105
1389,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,y,base,NA,,,,NA,,,83,105
1390,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,y,middle,NA,,,,NA,,,83,105
1391,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,04/06/2025,130,,,y,tip,NA,,Pilosa,0.3,0.04712389,,,83,105
1392,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,12/06/2025,130,,base only,x,base,NA,,,,NA,,4,83,105
1393,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,12/06/2025,130,,,y,base,NA,,Membranipora,0.2,0.031415927,,4,83,105
1394,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,12/06/2025,130,,,y,base,NA,,Membranipora,0.2,0.031415927,,,83,105
1395,,Adult_local,4,,13_5_2025,,1,6,High,N,4,white,White,FSC slip,,AW4,NA,old,12/06/2025,130,,,y,base,NA,,Membranipora,0.2,0.031415927,,,83,105
1396,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,04/06/2025,130,,,x,base,NA,,,,NA,,,3,149
,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,04/06/2025,130,,,x,middle,,,Obelia,NA,NA,4,,3,149
1397,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,04/06/2025,130,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,3,149
1398,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,04/06/2025,130,,,x,tip,NA,,,,NA,,,3,149
1399,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,04/06/2025,130,,,y,base,NA,,,,NA,,,3,149
1400,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,04/06/2025,130,,,y,middle,NA,,Pilosa,0.8,0.335103216,,,3,149
1401,,Adult_local,14,,27_4_2025,3,3,6,High,C,14,white,White,FSC slip,glasg,AW14,NA,old,04/06/2025,130,,,y,tip,NA,,,,NA,,,3,149
1402,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,x,base,NA,,,,NA,,,12,125
1403,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,x,middle,NA,,Membranipora,0.4,0.125663706,,,12,125
1404,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,x,middle,NA,,Membranipora,0.2,0.031415927,,,12,125
1405,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,x,tip,NA,,Membranipora,0.4,0.125663706,,,12,125
1406,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,x,tip,NA,,Membranipora,0.2,0.031415927,,,12,125
1407,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,y,base,NA,,,,NA,,,12,125
,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,,y,middle,,,Obelia,NA,NA,1,,,
1408,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,y,middle,NA,,Membranipora,1.2,1.130973355,,,12,125
1409,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,y,middle,NA,,Membranipora,0.3,0.070685835,,,12,125
1410,,Adult_local,5,,27_4_2025,2,2,3,Low,P,5,white,White,FSC slip,,AW5,NA,old,04/06/2025,163,,tag detached_140,y,tip,NA,,Membranipora,1,0.785398163,,,12,125
1411,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,04/06/2025,180,,,x,base,NA,,,,NA,,,16,101
1412,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,04/06/2025,180,,,x,middle,NA,,,,NA,,,16,101
1413,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,04/06/2025,180,,,x,tip,NA,,,,NA,,,16,101
1414,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,04/06/2025,180,,,y,base,NA,,,,NA,,,16,101
1415,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,04/06/2025,180,,,y,middle,NA,,,,NA,,1,16,101
,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,04/06/2025,180,,,y,tip,,,Obelia,NA,NA,3,,,
,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,04/06/2025,180,,,y,tip,,,Spirobranchus,,,,1,,
1416,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,04/06/2025,180,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,16,101
1417,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,base,NA,,,,NA,,5,16,101
,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,middle,,,Spirobranchus,,,,5,,
,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,middle,,,Obelia,NA,NA,1,,,
1418,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,middle,NA,,Membranipora,1.5,1.767145868,,,16,101
,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,tip,,,Spirobranchus,,,,1,,
,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,tip,,,Obelia,NA,NA,3,,,
1419,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,tip,NA,,Membranipora,0.4,0.125663706,,,16,101
1420,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,tip,NA,,Membranipora,0.4,0.125663706,,,16,101
1421,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,x,tip,NA,,Membranipora,0.2,0.031415927,,,16,101
1422,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,base,NA,,Obelia,NA,NA,1,3,16,101
1423,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,middle,NA,,Membranipora,0.8,0.502654825,,,16,101
1424,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,16,101
1425,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,16,101
1426,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,16,101
1427,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,middle,NA,,Membranipora,0.3,0.070685835,,,16,101
1428,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,middle,NA,,Pilosa,1.1,0.633554518,,,16,101
,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,tip,,,Obelia,NA,NA,2,,,
1429,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,16,101
1430,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,tip,NA,,Membranipora,0.2,0.031415927,,,16,101
1431,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,12/06/2025,180,,,y,tip,NA,,Membranipora,0.6,0.282743339,,,16,101
1432,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,base,NA,,Membranipora,0.3,0.070685835,,,16,101
1433,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,base,NA,,Obelia,NA,NA,6,,16,101
1434,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,base,NA,,,,NA,,6,16,101
1435,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,16,101
1436,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,16,101
1437,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,middle,NA,,Membranipora,0.4,0.125663706,,,16,101
1438,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,middle,NA,,Pilosa,1,0.523598776,,,16,101
1439,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,middle,NA,,Obelia,NA,NA,7,,16,101
1440,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,x,tip,NA,,Pilosa,0.4,0.083775804,,,16,101
1441,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,base,NA,,Membranipora,0.4,0.125663706,,,16,101
1442,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,base,NA,,Membranipora,0.1,0.007853982,,,16,101
1443,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,base,NA,,Membranipora,0.1,0.007853982,,,16,101
1444,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,base,NA,,,,NA,,9,16,101
1445,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,middle,NA,,Membranipora,2.5,4.908738521,,,16,101
1446,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,middle,NA,,Pilosa,1.5,1.178097245,,,16,101
1447,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,middle,NA,,,,NA,,8,16,101
1448,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,middle,NA,,Obelia,NA,NA,14,,16,101
1449,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,tip,NA,,Membranipora,3,7.068583471,,,16,101
1450,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,tip,NA,,Membranipora,1,0.785398163,,,16,101
1451,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,tip,NA,,Membranipora,0.8,0.502654825,,,16,101
1452,,Adult_local,6,,27_4_2025,2,1,4,High,N,6,white,White,FSC slip,,AW6,NA,old,02/07/2025,180,,,y,tip,NA,,,,NA,,2,16,101
